Mod:Item:MetaData, Localized Name
tconstruct:tough_tool_rod:0, Bloodwood Tough Tool Rod
tconstruct:tough_tool_rod:0, Ghostwood Tough Tool Rod
tconstruct:tough_tool_rod:0, Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Stone Tough Tool Rod
tconstruct:tough_tool_rod:0, Flint Tough Tool Rod
tconstruct:tough_tool_rod:0, Cactus Tough Tool Rod
tconstruct:tough_tool_rod:0, Bone Tough Tool Rod
tconstruct:tough_tool_rod:0, Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Prismarine Tough Tool Rod
tconstruct:tough_tool_rod:0, End Tough Tool Rod
tconstruct:tough_tool_rod:0, Paper Tough Tool Rod
tconstruct:tough_tool_rod:0, Sponge Tough Tool Rod
tconstruct:tough_tool_rod:0, Firewood Tough Tool Rod
tconstruct:tough_tool_rod:0, Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Pig Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightslime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Magma Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Netherrack Tough Tool Rod
tconstruct:tough_tool_rod:0, Cobalt Tough Tool Rod
tconstruct:tough_tool_rod:0, Ardite Tough Tool Rod
tconstruct:tough_tool_rod:0, Manyullyn Tough Tool Rod
tconstruct:tough_tool_rod:0, Copper Tough Tool Rod
tconstruct:tough_tool_rod:0, Bronze Tough Tool Rod
tconstruct:tough_tool_rod:0, Lead Tough Tool Rod
tconstruct:tough_tool_rod:0, Silver Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Steel Tough Tool Rod
tconstruct:tough_tool_rod:0, Treated Wood Tough Tool Rod
tconstruct:tough_tool_rod:0, Black Quartz Tough Tool Rod
tconstruct:tough_tool_rod:0, Restonia Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Palis Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Diamatine Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Void Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Emeradic Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Enori Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Sunnarium Tough Tool Rod
tconstruct:tough_tool_rod:0, Sky Stone Tough Tool Rod
tconstruct:tough_tool_rod:0, Certus Quartz Tough Tool Rod
tconstruct:tough_tool_rod:0, Fluix Tough Tool Rod
tconstruct:tough_tool_rod:0, Fluix Steel Tough Tool Rod
tconstruct:tough_tool_rod:0, Aquamarine Tough Tool Rod
tconstruct:tough_tool_rod:0, Starmetal Tough Tool Rod
tconstruct:tough_tool_rod:0, Crystal Matrix Tough Tool Rod
tconstruct:tough_tool_rod:0, Neutronium Tough Tool Rod
tconstruct:tough_tool_rod:0, Infinity Tough Tool Rod
tconstruct:tough_tool_rod:0, Bound Tough Tool Rod
tconstruct:tough_tool_rod:0, Sentient Tough Tool Rod
tconstruct:tough_tool_rod:0, Livingrock Tough Tool Rod
tconstruct:tough_tool_rod:0, Livingwood Tough Tool Rod
tconstruct:tough_tool_rod:0, Dreamwood Tough Tool Rod
tconstruct:tough_tool_rod:0, Manasteel Tough Tool Rod
tconstruct:tough_tool_rod:0, Terrasteel Tough Tool Rod
tconstruct:tough_tool_rod:0, Elementium Tough Tool Rod
tconstruct:tough_tool_rod:0, Draconium Tough Tool Rod
tconstruct:tough_tool_rod:0, Wyvern Tough Tool Rod
tconstruct:tough_tool_rod:0, Draconic Tough Tool Rod
tconstruct:tough_tool_rod:0, Chaotic Tough Tool Rod
tconstruct:tough_tool_rod:0, Litherite Tough Tool Rod
tconstruct:tough_tool_rod:0, Erodium Tough Tool Rod
tconstruct:tough_tool_rod:0, Kyronite Tough Tool Rod
tconstruct:tough_tool_rod:0, Pladium Tough Tool Rod
tconstruct:tough_tool_rod:0, Ionite Tough Tool Rod
tconstruct:tough_tool_rod:0, Aethium Tough Tool Rod
tconstruct:tough_tool_rod:0, Lonsdaleite Tough Tool Rod
tconstruct:tough_tool_rod:0, Mica Tough Tool Rod
tconstruct:tough_tool_rod:0, Apatite Tough Tool Rod
tconstruct:tough_tool_rod:0, Essence-Infused Tough Tool Rod
tconstruct:tough_tool_rod:0, Meaty Tough Tool Rod
tconstruct:tough_tool_rod:0, Pink Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Pink Metal Tough Tool Rod
tconstruct:tough_tool_rod:0, Rubber Tough Tool Rod
tconstruct:tough_tool_rod:0, Advanced Alloy Tough Tool Rod
tconstruct:tough_tool_rod:0, Energium Tough Tool Rod
tconstruct:tough_tool_rod:0, Carbon Fiber Tough Tool Rod
tconstruct:tough_tool_rod:0, Iridium Tough Tool Rod
tconstruct:tough_tool_rod:0, UU-Metal Tough Tool Rod
tconstruct:tough_tool_rod:0, Osmium Tough Tool Rod
tconstruct:tough_tool_rod:0, Refined Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Refined Glowstone Tough Tool Rod
tconstruct:tough_tool_rod:0, HDPE Tough Tool Rod
tconstruct:tough_tool_rod:0, Dark Matter Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Matter Tough Tool Rod
tconstruct:tough_tool_rod:0, Fluxed Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Flux Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Gelid Enderium Tough Tool Rod
tconstruct:tough_tool_rod:0, Gelid Gem Tough Tool Rod
tconstruct:tough_tool_rod:0, Thaumium Tough Tool Rod
tconstruct:tough_tool_rod:0, Void Metal Tough Tool Rod
tconstruct:tough_tool_rod:0, Primal Metal Tough Tool Rod
tconstruct:tough_tool_rod:0, Tin Tough Tool Rod
tconstruct:tough_tool_rod:0, Aluminium Tough Tool Rod
tconstruct:tough_tool_rod:0, Nickel Tough Tool Rod
tconstruct:tough_tool_rod:0, Platinum Tough Tool Rod
tconstruct:tough_tool_rod:0, Invar Tough Tool Rod
tconstruct:tough_tool_rod:0, Constantan Tough Tool Rod
tconstruct:tough_tool_rod:0, Signalum Tough Tool Rod
tconstruct:tough_tool_rod:0, Lumium Tough Tool Rod
tconstruct:tough_tool_rod:0, Enderium Tough Tool Rod
tconstruct:binding:0, Fusewood Binding
tconstruct:binding:0, Darkwood Binding
tconstruct:binding:0, Bloodwood Binding
tconstruct:binding:0, Ghostwood Binding
tconstruct:binding:0, Wooden Binding
tconstruct:binding:0, Stone Binding
tconstruct:binding:0, Flint Binding
tconstruct:binding:0, Cactus Binding
tconstruct:binding:0, Bone Binding
tconstruct:binding:0, Obsidian Binding
tconstruct:binding:0, Prismarine Binding
tconstruct:binding:0, End Binding
tconstruct:binding:0, Paper Binding
tconstruct:binding:0, Sponge Binding
tconstruct:binding:0, Firewood Binding
tconstruct:binding:0, Iron Binding
tconstruct:binding:0, Pig Iron Binding
tconstruct:binding:0, Knightslime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Magma Slime Binding
tconstruct:binding:0, Netherrack Binding
tconstruct:binding:0, Cobalt Binding
tconstruct:binding:0, Ardite Binding
tconstruct:binding:0, Manyullyn Binding
tconstruct:binding:0, Copper Binding
tconstruct:binding:0, Bronze Binding
tconstruct:binding:0, Lead Binding
tconstruct:binding:0, Silver Binding
tconstruct:binding:0, Electrum Binding
tconstruct:binding:0, Steel Binding
tconstruct:binding:0, Treated Wood Binding
tconstruct:binding:0, Black Quartz Binding
tconstruct:binding:0, Restonia Crystal Binding
tconstruct:binding:0, Palis Crystal Binding
tconstruct:binding:0, Diamatine Crystal Binding
tconstruct:binding:0, Void Crystal Binding
tconstruct:binding:0, Emeradic Crystal Binding
tconstruct:binding:0, Enori Crystal Binding
tconstruct:binding:0, Sunnarium Binding
tconstruct:binding:0, Sky Stone Binding
tconstruct:binding:0, Certus Quartz Binding
tconstruct:binding:0, Fluix Binding
tconstruct:binding:0, Fluix Steel Binding
tconstruct:binding:0, Aquamarine Binding
tconstruct:binding:0, Starmetal Binding
tconstruct:binding:0, Crystal Matrix Binding
tconstruct:binding:0, Neutronium Binding
tconstruct:binding:0, Infinity Binding
tconstruct:binding:0, Bound Binding
tconstruct:binding:0, Sentient Binding
tconstruct:binding:0, Livingrock Binding
tconstruct:binding:0, Livingwood Binding
tconstruct:binding:0, Dreamwood Binding
tconstruct:binding:0, Manasteel Binding
tconstruct:binding:0, Terrasteel Binding
tconstruct:binding:0, Elementium Binding
tconstruct:binding:0, Draconium Binding
tconstruct:binding:0, Wyvern Binding
tconstruct:binding:0, Draconic Binding
tconstruct:binding:0, Chaotic Binding
tconstruct:binding:0, Litherite Binding
tconstruct:binding:0, Erodium Binding
tconstruct:binding:0, Kyronite Binding
tconstruct:binding:0, Pladium Binding
tconstruct:binding:0, Ionite Binding
tconstruct:binding:0, Aethium Binding
tconstruct:binding:0, Lonsdaleite Binding
tconstruct:binding:0, Mica Binding
tconstruct:binding:0, Apatite Binding
tconstruct:binding:0, Essence-Infused Binding
tconstruct:binding:0, Meaty Binding
tconstruct:binding:0, Pink Slime Binding
tconstruct:binding:0, Pink Metal Binding
tconstruct:binding:0, Rubber Binding
tconstruct:binding:0, Advanced Alloy Binding
tconstruct:binding:0, Energium Binding
tconstruct:binding:0, Carbon Fiber Binding
tconstruct:binding:0, Iridium Binding
tconstruct:binding:0, UU-Metal Binding
tconstruct:binding:0, Osmium Binding
tconstruct:binding:0, Refined Obsidian Binding
tconstruct:binding:0, Refined Glowstone Binding
tconstruct:binding:0, HDPE Binding
tconstruct:binding:0, Dark Matter Binding
tconstruct:binding:0, Red Matter Binding
tconstruct:binding:0, Fluxed Electrum Binding
tconstruct:binding:0, Flux Crystal Binding
tconstruct:binding:0, Gelid Enderium Binding
tconstruct:binding:0, Gelid Gem Binding
tconstruct:binding:0, Thaumium Binding
tconstruct:binding:0, Void Metal Binding
tconstruct:binding:0, Primal Metal Binding
tconstruct:binding:0, Tin Binding
tconstruct:binding:0, Aluminium Binding
tconstruct:binding:0, Nickel Binding
tconstruct:binding:0, Platinum Binding
tconstruct:binding:0, Invar Binding
tconstruct:binding:0, Constantan Binding
tconstruct:binding:0, Signalum Binding
tconstruct:binding:0, Lumium Binding
tconstruct:binding:0, Enderium Binding
tconstruct:tough_binding:0, Fusewood Tough Binding
tconstruct:tough_binding:0, Darkwood Tough Binding
tconstruct:tough_binding:0, Bloodwood Tough Binding
tconstruct:tough_binding:0, Ghostwood Tough Binding
tconstruct:tough_binding:0, Wooden Tough Binding
tconstruct:tough_binding:0, Stone Tough Binding
tconstruct:tough_binding:0, Flint Tough Binding
tconstruct:tough_binding:0, Cactus Tough Binding
tconstruct:tough_binding:0, Bone Tough Binding
tconstruct:tough_binding:0, Obsidian Tough Binding
tconstruct:tough_binding:0, Prismarine Tough Binding
tconstruct:tough_binding:0, End Tough Binding
tconstruct:tough_binding:0, Paper Tough Binding
tconstruct:tough_binding:0, Sponge Tough Binding
tconstruct:tough_binding:0, Firewood Tough Binding
tconstruct:tough_binding:0, Iron Tough Binding
tconstruct:tough_binding:0, Pig Iron Tough Binding
tconstruct:tough_binding:0, Knightslime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Magma Slime Tough Binding
tconstruct:tough_binding:0, Netherrack Tough Binding
tconstruct:tough_binding:0, Cobalt Tough Binding
tconstruct:tough_binding:0, Ardite Tough Binding
tconstruct:tough_binding:0, Manyullyn Tough Binding
tconstruct:tough_binding:0, Copper Tough Binding
tconstruct:tough_binding:0, Bronze Tough Binding
tconstruct:tough_binding:0, Lead Tough Binding
tconstruct:tough_binding:0, Silver Tough Binding
tconstruct:tough_binding:0, Electrum Tough Binding
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Treated Wood Tough Binding
tconstruct:tough_binding:0, Black Quartz Tough Binding
tconstruct:tough_binding:0, Restonia Crystal Tough Binding
tconstruct:tough_binding:0, Palis Crystal Tough Binding
tconstruct:tough_binding:0, Diamatine Crystal Tough Binding
tconstruct:tough_binding:0, Void Crystal Tough Binding
tconstruct:tough_binding:0, Emeradic Crystal Tough Binding
tconstruct:tough_binding:0, Enori Crystal Tough Binding
tconstruct:tough_binding:0, Sunnarium Tough Binding
tconstruct:tough_binding:0, Sky Stone Tough Binding
tconstruct:tough_binding:0, Certus Quartz Tough Binding
tconstruct:tough_binding:0, Fluix Tough Binding
tconstruct:tough_binding:0, Fluix Steel Tough Binding
tconstruct:tough_binding:0, Aquamarine Tough Binding
tconstruct:tough_binding:0, Starmetal Tough Binding
tconstruct:tough_binding:0, Crystal Matrix Tough Binding
tconstruct:tough_binding:0, Neutronium Tough Binding
tconstruct:tough_binding:0, Infinity Tough Binding
tconstruct:tough_binding:0, Bound Tough Binding
tconstruct:tough_binding:0, Sentient Tough Binding
tconstruct:tough_binding:0, Livingrock Tough Binding
tconstruct:tough_binding:0, Livingwood Tough Binding
tconstruct:tough_binding:0, Dreamwood Tough Binding
tconstruct:tough_binding:0, Manasteel Tough Binding
tconstruct:tough_binding:0, Terrasteel Tough Binding
tconstruct:tough_binding:0, Elementium Tough Binding
tconstruct:tough_binding:0, Draconium Tough Binding
tconstruct:tough_binding:0, Wyvern Tough Binding
tconstruct:tough_binding:0, Draconic Tough Binding
tconstruct:tough_binding:0, Chaotic Tough Binding
tconstruct:tough_binding:0, Litherite Tough Binding
tconstruct:tough_binding:0, Erodium Tough Binding
tconstruct:tough_binding:0, Kyronite Tough Binding
tconstruct:tough_binding:0, Pladium Tough Binding
tconstruct:tough_binding:0, Ionite Tough Binding
tconstruct:tough_binding:0, Aethium Tough Binding
tconstruct:tough_binding:0, Lonsdaleite Tough Binding
tconstruct:tough_binding:0, Mica Tough Binding
tconstruct:tough_binding:0, Apatite Tough Binding
tconstruct:tough_binding:0, Essence-Infused Tough Binding
tconstruct:tough_binding:0, Meaty Tough Binding
tconstruct:tough_binding:0, Pink Slime Tough Binding
tconstruct:tough_binding:0, Pink Metal Tough Binding
tconstruct:tough_binding:0, Rubber Tough Binding
tconstruct:tough_binding:0, Advanced Alloy Tough Binding
tconstruct:tough_binding:0, Energium Tough Binding
tconstruct:tough_binding:0, Carbon Fiber Tough Binding
tconstruct:tough_binding:0, Iridium Tough Binding
tconstruct:tough_binding:0, UU-Metal Tough Binding
tconstruct:tough_binding:0, Osmium Tough Binding
tconstruct:tough_binding:0, Refined Obsidian Tough Binding
tconstruct:tough_binding:0, Refined Glowstone Tough Binding
tconstruct:tough_binding:0, HDPE Tough Binding
tconstruct:tough_binding:0, Dark Matter Tough Binding
tconstruct:tough_binding:0, Red Matter Tough Binding
tconstruct:tough_binding:0, Fluxed Electrum Tough Binding
tconstruct:tough_binding:0, Flux Crystal Tough Binding
tconstruct:tough_binding:0, Gelid Enderium Tough Binding
tconstruct:tough_binding:0, Gelid Gem Tough Binding
tconstruct:tough_binding:0, Thaumium Tough Binding
tconstruct:tough_binding:0, Void Metal Tough Binding
tconstruct:tough_binding:0, Primal Metal Tough Binding
tconstruct:tough_binding:0, Tin Tough Binding
tconstruct:tough_binding:0, Aluminium Tough Binding
tconstruct:tough_binding:0, Nickel Tough Binding
tconstruct:tough_binding:0, Platinum Tough Binding
tconstruct:tough_binding:0, Invar Tough Binding
tconstruct:tough_binding:0, Constantan Tough Binding
tconstruct:tough_binding:0, Signalum Tough Binding
tconstruct:tough_binding:0, Lumium Tough Binding
tconstruct:tough_binding:0, Enderium Tough Binding
tconstruct:wide_guard:0, Fusewood Wide Guard
tconstruct:wide_guard:0, Darkwood Wide Guard
tconstruct:wide_guard:0, Bloodwood Wide Guard
tconstruct:wide_guard:0, Ghostwood Wide Guard
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Treated Wood Wide Guard
tconstruct:wide_guard:0, Black Quartz Wide Guard
tconstruct:wide_guard:0, Restonia Crystal Wide Guard
tconstruct:wide_guard:0, Palis Crystal Wide Guard
tconstruct:wide_guard:0, Diamatine Crystal Wide Guard
tconstruct:wide_guard:0, Void Crystal Wide Guard
tconstruct:wide_guard:0, Emeradic Crystal Wide Guard
tconstruct:wide_guard:0, Enori Crystal Wide Guard
tconstruct:wide_guard:0, Sunnarium Wide Guard
tconstruct:wide_guard:0, Sky Stone Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Fluix Wide Guard
tconstruct:wide_guard:0, Fluix Steel Wide Guard
tconstruct:wide_guard:0, Aquamarine Wide Guard
tconstruct:wide_guard:0, Starmetal Wide Guard
tconstruct:wide_guard:0, Crystal Matrix Wide Guard
tconstruct:wide_guard:0, Neutronium Wide Guard
tconstruct:wide_guard:0, Infinity Wide Guard
tconstruct:wide_guard:0, Bound Wide Guard
tconstruct:wide_guard:0, Sentient Wide Guard
tconstruct:wide_guard:0, Livingrock Wide Guard
tconstruct:wide_guard:0, Livingwood Wide Guard
tconstruct:wide_guard:0, Dreamwood Wide Guard
tconstruct:wide_guard:0, Manasteel Wide Guard
tconstruct:wide_guard:0, Terrasteel Wide Guard
tconstruct:wide_guard:0, Elementium Wide Guard
tconstruct:wide_guard:0, Draconium Wide Guard
tconstruct:wide_guard:0, Wyvern Wide Guard
tconstruct:wide_guard:0, Draconic Wide Guard
tconstruct:wide_guard:0, Chaotic Wide Guard
tconstruct:wide_guard:0, Litherite Wide Guard
tconstruct:wide_guard:0, Erodium Wide Guard
tconstruct:wide_guard:0, Kyronite Wide Guard
tconstruct:wide_guard:0, Pladium Wide Guard
tconstruct:wide_guard:0, Ionite Wide Guard
tconstruct:wide_guard:0, Aethium Wide Guard
tconstruct:wide_guard:0, Lonsdaleite Wide Guard
tconstruct:wide_guard:0, Mica Wide Guard
tconstruct:wide_guard:0, Apatite Wide Guard
tconstruct:wide_guard:0, Essence-Infused Wide Guard
tconstruct:wide_guard:0, Meaty Wide Guard
tconstruct:wide_guard:0, Pink Slime Wide Guard
tconstruct:wide_guard:0, Pink Metal Wide Guard
tconstruct:wide_guard:0, Rubber Wide Guard
tconstruct:wide_guard:0, Advanced Alloy Wide Guard
tconstruct:wide_guard:0, Energium Wide Guard
tconstruct:wide_guard:0, Carbon Fiber Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, UU-Metal Wide Guard
tconstruct:wide_guard:0, Osmium Wide Guard
tconstruct:wide_guard:0, Refined Obsidian Wide Guard
tconstruct:wide_guard:0, Refined Glowstone Wide Guard
tconstruct:wide_guard:0, HDPE Wide Guard
tconstruct:wide_guard:0, Dark Matter Wide Guard
tconstruct:wide_guard:0, Red Matter Wide Guard
tconstruct:wide_guard:0, Fluxed Electrum Wide Guard
tconstruct:wide_guard:0, Flux Crystal Wide Guard
tconstruct:wide_guard:0, Gelid Enderium Wide Guard
tconstruct:wide_guard:0, Gelid Gem Wide Guard
tconstruct:wide_guard:0, Thaumium Wide Guard
tconstruct:wide_guard:0, Void Metal Wide Guard
tconstruct:wide_guard:0, Primal Metal Wide Guard
tconstruct:wide_guard:0, Tin Wide Guard
tconstruct:wide_guard:0, Aluminium Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:hand_guard:0, Fusewood Hand Guard
tconstruct:hand_guard:0, Darkwood Hand Guard
tconstruct:hand_guard:0, Bloodwood Hand Guard
tconstruct:hand_guard:0, Ghostwood Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Treated Wood Hand Guard
tconstruct:hand_guard:0, Black Quartz Hand Guard
tconstruct:hand_guard:0, Restonia Crystal Hand Guard
tconstruct:hand_guard:0, Palis Crystal Hand Guard
tconstruct:hand_guard:0, Diamatine Crystal Hand Guard
tconstruct:hand_guard:0, Void Crystal Hand Guard
tconstruct:hand_guard:0, Emeradic Crystal Hand Guard
tconstruct:hand_guard:0, Enori Crystal Hand Guard
tconstruct:hand_guard:0, Sunnarium Hand Guard
tconstruct:hand_guard:0, Sky Stone Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Hand Guard
tconstruct:hand_guard:0, Fluix Steel Hand Guard
tconstruct:hand_guard:0, Aquamarine Hand Guard
tconstruct:hand_guard:0, Starmetal Hand Guard
tconstruct:hand_guard:0, Crystal Matrix Hand Guard
tconstruct:hand_guard:0, Neutronium Hand Guard
tconstruct:hand_guard:0, Infinity Hand Guard
tconstruct:hand_guard:0, Bound Hand Guard
tconstruct:hand_guard:0, Sentient Hand Guard
tconstruct:hand_guard:0, Livingrock Hand Guard
tconstruct:hand_guard:0, Livingwood Hand Guard
tconstruct:hand_guard:0, Dreamwood Hand Guard
tconstruct:hand_guard:0, Manasteel Hand Guard
tconstruct:hand_guard:0, Terrasteel Hand Guard
tconstruct:hand_guard:0, Elementium Hand Guard
tconstruct:hand_guard:0, Draconium Hand Guard
tconstruct:hand_guard:0, Wyvern Hand Guard
tconstruct:hand_guard:0, Draconic Hand Guard
tconstruct:hand_guard:0, Chaotic Hand Guard
tconstruct:hand_guard:0, Litherite Hand Guard
tconstruct:hand_guard:0, Erodium Hand Guard
tconstruct:hand_guard:0, Kyronite Hand Guard
tconstruct:hand_guard:0, Pladium Hand Guard
tconstruct:hand_guard:0, Ionite Hand Guard
tconstruct:hand_guard:0, Aethium Hand Guard
tconstruct:hand_guard:0, Lonsdaleite Hand Guard
tconstruct:hand_guard:0, Mica Hand Guard
tconstruct:hand_guard:0, Apatite Hand Guard
tconstruct:hand_guard:0, Essence-Infused Hand Guard
tconstruct:hand_guard:0, Meaty Hand Guard
tconstruct:hand_guard:0, Pink Slime Hand Guard
tconstruct:hand_guard:0, Pink Metal Hand Guard
tconstruct:hand_guard:0, Rubber Hand Guard
tconstruct:hand_guard:0, Advanced Alloy Hand Guard
tconstruct:hand_guard:0, Energium Hand Guard
tconstruct:hand_guard:0, Carbon Fiber Hand Guard
tconstruct:hand_guard:0, Iridium Hand Guard
tconstruct:hand_guard:0, UU-Metal Hand Guard
tconstruct:hand_guard:0, Osmium Hand Guard
tconstruct:hand_guard:0, Refined Obsidian Hand Guard
tconstruct:hand_guard:0, Refined Glowstone Hand Guard
tconstruct:hand_guard:0, HDPE Hand Guard
tconstruct:hand_guard:0, Dark Matter Hand Guard
tconstruct:hand_guard:0, Red Matter Hand Guard
tconstruct:hand_guard:0, Fluxed Electrum Hand Guard
tconstruct:hand_guard:0, Flux Crystal Hand Guard
tconstruct:hand_guard:0, Gelid Enderium Hand Guard
tconstruct:hand_guard:0, Gelid Gem Hand Guard
tconstruct:hand_guard:0, Thaumium Hand Guard
tconstruct:hand_guard:0, Void Metal Hand Guard
tconstruct:hand_guard:0, Primal Metal Hand Guard
tconstruct:hand_guard:0, Tin Hand Guard
tconstruct:hand_guard:0, Aluminium Hand Guard
tconstruct:hand_guard:0, Nickel Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Lumium Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:cross_guard:0, Fusewood Cross Guard
tconstruct:cross_guard:0, Darkwood Cross Guard
tconstruct:cross_guard:0, Bloodwood Cross Guard
tconstruct:cross_guard:0, Ghostwood Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
